Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
15072,-1.166635602,1.38904743,1.814434323,-0.244076968,0.326654742,-0.173678713,0.946169353,-0.443604683,1.952917952,1.338141614,2.86512079,-2.417244799,0.573795614,1.07986336,-0.100957909,-0.273513921,0.142651038,-0.13821483,-0.435689842,0.683068517,-0.577148874,-0.596897833,-0.014434833,0.104882299,-0.243903567,-0.031191178,0.169559563,-0.293329469,8.99,0
15079,1.063957578,0.40466333,1.799743885,2.931013595,-0.604702343,0.506075313,-0.653338994,0.14536678,1.217636191,0.04902516,0.676337738,-1.61489423,2.60436247,0.868381175,-0.92240385,0.157139075,0.656552299,-0.605235745,-1.533152427,-0.185200077,-0.176543684,-0.024149871,0.115540693,0.368156505,0.19237559,-0.076058537,0.039671973,0.03136795,0,0
15082,-0.843767893,1.873840652,1.424960665,3.055870005,0.209135242,-0.000965389,0.780169428,0.207666368,-1.072060791,-0.081680957,0.970706134,-2.208206478,2.642737894,2.133994181,0.342828144,-0.753299381,1.426214641,-0.470608655,0.26024745,0.117627455,0.028895305,0.195415425,-0.129711229,0.389723252,0.365622363,0.321009025,-0.09807318,0.011913608,53.89,0
15084,1.096612673,0.347178909,1.796594413,2.997066347,-0.907562349,0.007858087,-0.653326955,0.076092261,1.409051544,0.127365737,0.243375785,-2.361164151,1.381398014,1.088678091,-1.037287016,0.508489921,0.449506294,-0.002821167,-1.168076395,-0.223051358,-0.215447825,-0.242947929,0.096623311,0.645810578,0.221267667,-0.102135673,0.014124033,0.032973396,4.95,0
15088,-1.959893332,-1.642996896,2.312184734,0.654107603,-0.08877825,0.084402783,-0.194189018,0.306267344,1.443641974,-1.087810994,1.339173957,-2.08930246,1.00475722,1.216281802,-1.392809563,-0.143808007,0.831506632,0.73052302,1.445220043,1.006271795,-0.027616912,-0.562394833,0.691269892,-0.038321768,0.110143198,1.002156748,-0.154550146,0.094964608,289.06,0
15090,-1.732516167,1.810376324,1.343234273,-0.25758139,-0.038700463,-0.242254873,0.581235953,-0.006161199,1.975297487,1.422049818,2.740419446,-2.246917592,0.636326075,1.325707339,-0.124550582,-0.17153677,0.30222475,-0.116745847,-0.471278712,0.700878891,-0.565299833,-0.631404934,0.042450194,0.100640617,-0.170281016,-0.024676963,0.149207669,-0.295865556,8.99,0
15095,0.793703637,-1.700303803,1.298742137,-1.310807029,-1.952878889,0.427639686,-1.293996408,0.285794049,4.730321306,-2.222016508,1.151998146,-0.751835195,0.995028306,0.618181599,-1.721454304,-1.230201082,1.046572701,1.228748413,1.677921146,0.227866064,0.100235702,0.721508317,-0.438280892,0.053401919,0.659970225,-0.552177646,0.089375366,0.050929568,205.3,0
15104,-0.485512866,0.612732146,2.068319395,1.339661335,0.030540594,1.876282365,1.011868096,-0.245174005,2.210306462,-0.456026888,-0.80872283,-1.872462169,2.561661494,-0.119663812,-2.264069047,-1.430814264,1.087033542,-0.662269362,1.138163589,0.271659972,-0.654725603,-0.640131553,-0.122344533,-0.992397735,-0.188925724,-0.513904075,0.049322574,-0.283231068,148.99,0
15107,0.328204447,2.248653891,-1.799460741,2.016979204,0.564747944,-2.145540628,0.610126907,-0.088297051,0.585338038,-1.716562369,2.244017181,-2.06714866,2.833612225,-2.060134917,0.118811739,0.695168858,3.832376461,1.470382993,-0.828299131,0.003027144,-0.185596483,-0.150403304,0.200676381,0.547182159,-0.495647714,-0.488150651,-0.022582513,-0.046995139,1.79,0
15108,-0.702670253,0.982598892,2.490573451,3.315448915,0.416977986,0.144188107,0.090314597,0.026709513,0.135961283,0.068201073,-0.042994275,-2.59063819,1.936686019,1.202391479,-0.861996801,-0.694643049,1.218326018,0.116333094,1.058186701,0.211287085,-0.135811913,-0.026646878,-0.271043377,0.320680642,0.335111317,0.325566611,0.058269585,0.085300287,3.01,0
15108,-0.985587365,-0.346429745,0.632396176,-0.84530642,0.639122664,-0.214536896,1.055696647,-0.062856844,0.854994552,-1.24068622,1.849605097,-1.507475584,1.927809157,1.613389262,-1.885756372,-0.150331262,0.326677534,-0.215360415,-0.574224362,0.364771752,0.131755497,0.253731781,0.435558295,-0.287630662,-0.499116965,0.804086804,-0.034821521,0.161757768,200,0
15110,1.294276993,0.093400566,-0.111755129,0.270280758,0.533118958,0.799705824,-0.357059359,0.202677195,1.432412092,-0.261824755,0.827469129,-2.803667136,0.51792192,2.121115253,0.151853301,0.75832343,-0.19764909,0.542186609,0.270639771,-0.202343698,-0.459926878,-1.156851655,-0.030207105,-1.821548712,0.265979402,0.180665459,-0.056419535,-0.021703917,3.59,0
15112,1.014423522,-0.155495263,0.74025941,0.877870984,0.013979102,1.258120267,-0.591529936,0.419116937,1.957676224,-0.776203642,1.333436104,-1.835991643,0.915297742,1.483517569,-0.00528729,-1.725311046,2.188919497,-2.300885691,-1.654820914,-0.334415052,-0.105523852,0.30579435,0.098262395,-0.644229035,0.161907167,0.615185103,0.016959938,-0.009058835,10.95,0
15114,-2.544857177,2.337903775,1.666778608,-0.166271552,-0.31980245,1.336786795,-1.244747814,-3.83633562,2.179434648,0.048449458,-0.528245882,-1.538778403,3.374690077,0.447429849,-0.828658399,0.192861509,0.438216386,0.364519984,0.221593319,-0.38647158,3.471329184,-1.581130207,0.179905064,-0.708569911,0.586911701,0.416030869,0.541973138,0.306263263,19.99,0
15124,-2.149789004,0.972363464,-0.233447039,-0.887316754,1.246592396,3.785172159,-0.60639095,1.730288211,0.819285078,-0.86300109,0.489426034,-2.511911492,1.854029973,2.018332225,0.62410881,1.016793413,0.048613609,0.825546604,0.032011057,0.071598841,-0.256134977,-0.725039163,-0.034730219,0.954412446,0.384467334,0.241488969,0.066946064,-0.005988521,119.99,0
15127,-0.919300352,0.599853601,1.534797192,0.626392043,1.52777881,5.091162729,-0.940045961,1.352048393,2.230887734,-0.500976954,-0.279530118,-2.301473428,1.347311888,0.404129648,-1.773575866,-0.796359936,0.983686092,0.659279156,1.537323165,0.397930051,-0.360267981,-0.261046292,-0.329697703,0.979310586,0.590065683,-0.09809218,0.503805744,0.204877735,29.99,0
15127,1.242441827,0.486272282,0.449705999,0.896734633,-0.243671759,-1.003843291,0.051778258,-0.324675857,1.214815244,-0.677293081,0.991576003,-1.915340932,2.541434184,1.014950524,0.284185229,0.420478782,0.686902366,-0.104757095,-0.4070944,-0.061978452,-0.425143863,-0.966876253,0.124266941,0.297689126,0.213088343,0.052910769,-0.047151353,0.027403487,10.99,0
15133,-0.494208165,0.347321544,2.695804087,1.970778583,-0.342204064,0.783842682,0.290316519,0.01383377,1.900435275,-0.806383458,0.160305327,-1.774191311,1.513308084,0.453864141,-2.149590595,-1.844714721,1.875090254,-0.908878542,0.960075161,0.172059983,-0.432044705,-0.461885457,0.171784275,0.339271257,-0.445107575,-0.527509157,0.023487396,-0.063733396,73.52,0
15134,0.760210161,0.008031096,0.654477902,2.798562762,-0.367355402,-0.241890159,0.190075499,-0.11373572,0.307233945,0.417312267,2.205729109,-2.043434374,1.263737699,2.033309844,-0.896333447,0.800246433,-0.043560102,0.584979204,-1.105667445,0.187266764,0.082275089,-0.030813074,-0.214372338,0.472043274,0.395811646,-0.020116017,-0.081005754,0.039766799,200.2,0
15142,-0.777190504,2.674034363,-5.348244613,3.012454784,-0.214043179,3.462651653,-2.895601065,3.427531491,-0.182638931,0.490927265,-0.29619931,-1.649473099,2.334810736,3.892567167,0.270253924,0.88190899,1.406962206,0.800074283,0.989243274,-0.935091406,0.296847249,-0.042260338,1.084253854,0.915771678,-1.726924143,-0.150207064,-1.715443157,-0.726775203,73.48,0
15147,-1.520462445,-1.21826437,1.833675519,-1.45077567,-0.986219178,2.066705689,0.394749976,0.125222006,1.14900515,-0.435787085,0.991609186,-3.800803552,0.292939262,0.661365568,0.279080909,0.225623549,1.839796978,-2.475765119,-1.941940114,-0.458355485,0.209874774,1.369893296,-0.10464274,-0.990651355,-0.463845873,-0.191961598,-0.041155208,-0.090643827,349.16,0
15152,0.996977535,0.513824002,0.595974695,2.90362123,0.107496122,-0.162092584,0.328764997,-0.210315432,0.434881563,0.152359124,0.841047007,-1.759278259,2.449049536,1.500844424,-1.062042335,-0.329010428,0.81067227,-0.957019209,-1.423841723,-0.051291111,-0.098691868,-0.024179215,-0.102201268,0.379018189,0.59286916,0.048011308,-0.037542816,0.020871799,75.84,0
15160,-1.330548581,0.245955127,0.700337155,-2.558680855,1.1033939,4.562194388,-1.817630971,-1.664204005,0.175745848,-1.017068746,0.326731162,-3.261803383,1.492959294,1.065957239,-0.827469691,1.823322755,0.441860018,-0.174052783,-0.01726903,0.705109323,-1.120053931,0.933500474,-0.086146962,0.965918908,0.559777461,-0.176092488,-0.073279469,0.071904983,79,0
15163,1.097326195,-0.279538343,1.487439311,0.709062752,-1.250314471,-0.092076196,-1.042397701,0.194151864,1.955761179,-0.295410494,2.037960207,-2.281091078,0.664728115,1.646194975,0.301038276,1.078540699,-0.132660583,1.317916195,-0.500197564,-0.110685999,0.12559607,0.502195272,-0.043523219,0.290940992,0.08294289,0.521821207,-0.030461851,0.01708264,37.9,0
15164,1.065727573,-0.018063897,1.421460474,1.383116618,-0.66084566,0.638046377,-0.824426783,0.289575132,1.901177983,-0.450806366,2.089821325,-1.208230216,1.648720828,1.284711212,-1.016802906,-0.05082682,0.507219753,0.247843362,-0.48430237,-0.189010889,-0.131391717,0.073421132,0.020928503,-0.043061849,0.290714921,-0.435356421,0.058613055,0.018731412,11.5,0
15169,-1.757058407,-1.510984392,3.209774733,1.505506062,-0.828939993,1.174468333,-0.295022016,0.070727669,3.264804416,-0.431547414,-0.362646499,-3.093686944,-0.012757706,-0.055638622,-1.17371724,-1.15448568,1.559900737,0.163732961,0.954013772,0.076304352,-0.216481528,0.856414365,0.801301127,0.069321466,-0.006033835,0.826964591,0.124448892,-0.382751789,180,0
15171,-1.851638219,1.372603657,1.144219803,3.347056976,-0.731201462,-0.299963991,0.159987998,0.545746197,-0.663255095,0.028371232,0.738503787,-1.674846164,3.555095704,1.984138245,0.353290785,0.111279356,1.047771526,0.105732496,0.420305137,0.091553774,-0.070954259,-0.087596337,-0.107549589,0.72371258,-0.257955445,0.057355619,0.170745752,-0.167463711,159.28,0
15176,1.322602675,0.397147059,0.320365068,0.620152189,0.072907264,-0.447263798,0.005157574,-0.277421228,1.267757396,-0.458362411,0.116613025,-1.993951476,2.892174447,1.466405993,0.268999539,0.481008273,-0.040654578,-0.092345819,-0.011535244,-0.058340898,-0.453868766,-1.020427609,0.034947065,-0.500146315,0.332908526,0.105326118,-0.051756832,0.005832968,1.98,0
15181,-0.74857305,0.305305835,2.415083087,1.6586049,-0.372716257,1.693634099,0.495816062,0.262196494,1.789939318,-0.554506491,1.208558942,-1.665639084,0.943414057,0.691290676,-2.679213858,-1.420528345,1.432623875,-0.109132762,1.480554328,0.458733169,-0.470424598,-0.626221083,0.170171501,-0.383941341,-0.041991152,-0.43767776,0.199869396,-0.049040889,148.78,0
15181,-2.865191105,4.572285693,-5.363984058,1.332868817,-0.438905087,-0.722643921,-1.874170455,3.019853843,0.593707492,-1.173135789,1.625795079,-1.163985186,2.922964133,-0.338937924,-0.29197997,1.788332309,4.16661546,2.335764415,-0.393898964,0.147346172,-0.176297751,-0.509497784,0.388434957,-1.756131187,0.103290996,-0.301972286,-0.002763155,-0.090578172,1.79,0
15184,1.201960742,0.252045542,0.574558575,1.23320303,-0.409807678,-0.535343526,-0.245542549,-0.021227887,1.393544671,-0.142702821,1.913761383,-2.566924796,-0.160889005,2.271602191,-0.272379782,0.367970037,0.118663005,0.988644295,-0.348503509,-0.292864601,-0.005607444,0.188394748,-0.111939977,0.245155955,0.591815612,-0.302140047,-0.018318886,0.001070951,0,0
15188,1.256592911,0.063302169,0.636209672,-0.054558331,-0.439047763,-0.445846728,-0.355394599,-0.119705679,1.334724619,-0.437387683,2.24786121,-1.324986524,2.454133764,1.601115357,-0.239462614,0.636280411,-0.042004103,0.37074836,0.231826636,-0.030257629,-0.242904519,-0.451948592,0.042719936,0.024607252,0.130221021,0.865698072,-0.098102237,-0.007989525,7.63,0
15198,1.269101272,0.101973715,-1.018822536,0.467387425,2.262342196,3.653375396,-0.533737295,0.768978463,1.457583061,-0.388190203,0.405200728,-2.270851883,1.416744435,1.625816523,-0.888795167,-0.130736483,0.221440427,0.196766358,0.160797644,-0.08492005,-0.334789014,-0.666308307,-0.11359279,0.948777775,0.870602693,-0.365077281,-0.001126884,0.005799039,6.99,0
15204,-0.923243232,0.573217455,2.161913101,1.957409731,-1.407967875,1.178612606,0.578703036,0.097284049,2.264612782,-0.694901766,-0.235596548,-2.875028359,-0.561853185,0.931966558,-1.887235022,-1.612613104,2.04196491,-0.670335402,1.000189712,-0.444853827,-0.487485696,-0.631295289,0.151615854,0.315994112,-0.525742932,-0.517489522,-0.068432455,0.102920478,184.36,0
15205,0.790397634,-1.222460748,-0.106199135,-0.918628445,-0.727225921,-0.204291845,-0.07804132,-0.133001657,3.14404082,-1.71906893,0.031452399,-2.03411561,1.020135053,1.481187613,-0.033642211,-1.183817963,1.189678292,-0.275520102,0.689605885,0.325564736,-0.099284958,-0.276470511,-0.366936827,-0.465410623,0.544209272,0.057740732,-0.046032529,0.039218226,265.05,0
15207,1.215002414,0.561627861,-0.099861219,1.061213259,0.587728362,-0.14398631,0.329366015,-0.176682579,0.640257478,-0.224719158,2.352853039,-1.186701148,2.41376871,2.040033619,-0.570278272,-0.285100139,0.280990945,-0.044315769,-0.407410602,-0.152837069,-0.079481549,0.113583921,-0.168112585,-0.325615374,0.797796417,-0.305345584,-0.017301553,-0.010359622,2.99,0
15211,0.940084224,-0.156718993,1.459253605,2.044214392,-0.759772823,0.501036111,-0.461039367,0.102670716,2.340084304,-0.848982811,0.321649818,-0.827808286,2.427603891,0.506915082,-2.578878832,-1.315130172,1.564899821,-1.310084039,-0.179451676,-0.065974309,-0.494047512,-0.787168189,0.067969765,0.367299659,0.373152424,-0.578279458,0.060525215,0.038739775,72.93,0
15213,-1.010151551,0.229927485,1.542380387,1.710594849,-1.832487139,2.77818137,2.421679191,-0.281178532,1.864504775,-0.934011709,-0.665830496,-1.999048756,2.426026077,0.127711062,-1.999006822,-1.353084212,1.3467017,-0.579216859,1.356395845,0.315703284,-0.641250297,-0.702956631,0.220286432,-0.794042627,0.125441752,-0.389499426,0.342996193,-0.187174544,539.87,0
15213,-2.597090942,1.562950179,0.550776437,3.403068661,-1.223006178,-0.314533219,-0.079306371,0.952466539,-0.635043163,0.088841765,0.624503031,-1.499326892,3.641478168,2.236854581,0.355852613,0.249011363,1.202520342,0.12155633,0.374697706,0.089222089,-0.074528498,-0.158061053,-0.2277777,0.734206295,-0.220436418,0.054169587,0.148014636,-0.179656601,159.28,0
15217,-0.749612562,0.435066041,2.69011408,1.922078576,-0.679905638,1.003338904,0.664785789,0.025863391,1.883295034,-0.746894905,0.233770142,-1.708156826,1.719083136,0.373699743,-2.116035671,-1.846601868,1.876030936,-0.918317652,0.938684825,0.475127789,-0.470307935,-0.550853168,0.250702195,0.333973292,-0.07283854,-0.46288037,0.210289651,-0.030696717,147.69,0
15224,1.255478061,0.075737135,0.899582561,0.306858267,-0.783296614,-0.881433874,-0.365580621,-0.20783323,1.663457696,-0.540778864,0.726224188,-2.257905996,1.838258995,1.510099009,0.53340436,0.505054194,0.312877137,-0.159413711,-0.245389781,-0.09117281,-0.340972563,-0.756209083,0.162033656,0.357936842,-0.014181749,0.749535165,-0.089681404,0.0093185,10.07,0
15225,0.967331971,-0.220420835,1.432526311,1.888280204,-0.749584115,0.847202994,-0.715774323,0.354901503,2.329402186,-0.618904672,1.643523845,-1.012629973,0.794827345,1.000020486,-3.102876554,-1.013882334,1.357984944,-0.589498866,0.177192982,-0.21717655,-0.488043343,-0.80822578,0.087735763,0.146757159,0.318401817,-0.579438816,0.052452928,0.018311935,40.49,0
15226,-1.244556977,0.839080307,1.005097305,1.110441438,0.156555531,-0.149667535,1.033618888,-0.267852108,0.973315828,-0.067025775,0.788481444,-2.40082706,2.049177014,1.509225404,0.595620756,-0.655541702,0.714737715,-0.14204539,-0.121855577,-0.1034691,-0.121684769,0.502735543,0.059979333,0.045389902,-0.269047544,-0.39055745,-0.152982245,-0.39167341,117.98,0
15226,-3.342933212,1.752573711,-0.042603132,3.459228749,-1.714244042,-0.329507736,-0.318951248,1.359351998,-0.606875014,0.149259566,0.51044951,-1.323777585,3.727865399,2.489649604,0.358378076,0.386656656,1.357304633,0.137497561,0.329029576,0.087792503,-0.07780972,-0.228568678,-0.347280067,0.744635591,-0.182804914,0.050961326,0.124944933,-0.191707185,159.28,0
15228,-0.223094423,1.475740793,-0.093223764,0.935660773,0.605358165,-0.149390502,0.42722464,0.337271283,0.220105533,-0.287030321,2.038597064,-1.261040769,2.485452248,2.279920222,-0.62912083,-0.505107279,0.613892131,0.237976379,0.223673351,-0.059520371,0.094009747,0.648299778,0.045357168,-0.330446748,-0.741022883,-0.422053343,0.305996801,0.145015855,2.99,0
15237,-1.730576534,-1.171830385,1.944349019,2.340095471,-2.450568643,1.831425524,2.69077202,-0.16814616,1.659915421,-1.266897948,0.388958536,-1.873715566,1.634364425,0.475968064,-2.074739123,-1.77537565,1.912885549,-0.732366817,0.716791985,1.743911854,-0.112710825,-0.56633251,1.65950382,0.465175234,0.135856654,-0.493839137,0.005000621,0.013778717,735.09,0
15244,-1.182736567,0.982001013,2.510943928,1.270365945,0.636365831,-0.312853375,0.754730271,0.020918474,0.538748786,-0.924431633,-0.408175615,-2.659024048,1.213614889,1.061484333,-2.786471413,0.603261642,-0.000972155,-0.250807542,-2.322067028,-0.239171527,-0.156124187,-0.275886109,-0.31924854,0.322123758,0.759123599,-0.204649484,-0.04779933,0.051527269,22.77,0
15246,1.232324643,0.033036142,0.783715462,0.109853058,-0.532960947,-0.351690121,-0.452094136,-0.056676386,1.377013119,-0.381993666,2.184846705,-1.507046601,2.134850274,1.622857891,-0.177289607,0.783232958,-0.076529929,0.404979654,0.165756159,-0.044067234,-0.306121364,-0.68012214,0.103867532,-0.002701595,0.010227422,0.750581472,-0.092293687,-0.003027717,12.08,0
15246,-0.668623192,1.165129615,-0.349011117,0.412903906,2.277569844,3.84182942,-0.332341867,1.316423556,0.697279063,-0.596553382,0.175984481,-2.46814813,1.484970061,1.88854935,-0.618637301,-0.506419883,0.755042323,0.531673536,1.245156396,0.149751398,-0.220124182,-0.351349803,-0.142680708,0.952405506,0.142606836,-0.274181051,0.262856103,0.126756435,13.99,0
15248,-2.140982797,-0.28690348,2.918009602,1.687024722,-1.713501759,1.825944155,-0.320411157,0.80998353,2.440183499,-0.724896866,1.436355249,-1.398935987,1.146286429,0.440618193,-2.265705074,-0.856048571,1.419999193,0.643298837,0.577378353,0.213758923,-0.03497668,0.961055444,0.166286676,0.219985693,0.491814274,-0.006527764,0.365878405,-0.184110342,242.69,0
15259,0.191955859,-1.460604342,0.847355415,1.747117062,-0.936654891,1.194747277,-0.378804612,0.340644076,1.792630768,-0.553005885,2.267572491,-1.683504453,0.956878342,1.671188329,-0.214063463,-0.047608062,0.677873717,0.243326436,-1.258223301,0.61580347,0.338122345,0.398540315,-0.406028015,-0.31659505,0.119689283,-0.283830285,-0.017178201,0.087396379,444,0
15260,-3.51059217,-4.332656988,2.05841545,0.478003884,4.393028851,-3.985066088,-2.672887801,0.037361381,1.791469765,-0.465044869,0.452618876,-2.227076957,1.835276087,1.390537586,-0.02963639,0.470863483,-0.011385255,0.057671612,-0.82044344,1.166029536,0.151258192,-0.626718053,1.048675213,0.319242565,-0.922214285,0.439013918,-0.263610559,0.050027828,11.99,0
15265,-2.408540735,2.17588484,1.417150096,-1.919796323,0.223900225,-0.512814903,1.178480288,-0.781815509,3.508768888,2.902836927,2.419579265,-2.480449162,1.175368528,-0.003328981,-0.586149443,0.270414362,-0.86032654,0.292824038,-0.692772275,1.375705602,-0.746818538,-0.337758376,-0.213632607,-0.074152492,-0.128851936,0.484750252,-0.636402519,-1.275239696,0.77,0
15279,-0.741128328,-0.574571943,2.934710599,0.509933092,-2.125063663,0.736330814,-0.054255073,0.266074093,2.73652131,-1.572244797,-0.343264749,-2.194634991,1.13557335,0.109717856,-2.270413307,-0.459127404,1.271488069,0.192287282,0.221042562,0.385092688,0.102465381,0.609173405,0.362983256,0.757117111,-0.128432895,1.147228919,-0.062708164,0.038547661,236.03,0
15282,-0.780470962,1.908768882,-0.55976215,0.918872487,0.243108545,-0.218733824,0.058476586,0.775375457,0.242402269,-0.202005704,1.913649354,-1.091023772,2.547014134,2.525220171,-0.653633042,-0.404260388,0.773536888,0.259268403,0.188692472,-0.043997415,0.10547034,0.615375258,0.106825885,-0.335055945,-0.666344442,-0.415075688,0.286900252,0.142377603,2.99,0
15284,1.137996758,-0.037723615,0.969632033,0.194702865,-0.635351485,-0.19628839,-0.522057185,0.055785996,1.366938895,-0.424015631,2.848032825,-1.352981696,1.819853111,1.725323912,0.058009537,0.345446697,0.407604272,-0.191997862,-0.394311877,-0.092564528,-0.24153315,-0.486893704,0.194868571,0.200295402,-0.143391516,0.747845947,-0.077651523,-0.000403784,18.99,0
15286,-1.156913898,0.982234671,1.7723861,-0.84883441,-0.329953414,-0.288150374,-0.112980403,0.61653486,0.749413244,-1.126880951,2.459566878,-1.504395435,1.709929871,1.884278166,-0.584307165,0.58939936,0.350553219,-0.05022718,-0.90705196,-0.061232618,-0.154097942,-0.342004238,0.086293661,0.183532679,-0.482489925,0.615960374,0.118350566,0.07137188,12.39,0
15287,1.197237495,0.016672682,0.863195865,0.259051119,-0.58011396,-0.394703307,-0.419577721,-0.081347611,1.626869597,-0.594947034,0.981789236,-2.061999384,2.030417251,1.498122172,0.764239229,0.204734386,0.578532035,-0.631316613,-0.607004861,-0.092492962,-0.306261875,-0.630182534,0.182440834,0.065368061,-0.082325233,0.777123182,-0.073439362,0.007874565,18.11,0
15291,1.280552125,-0.242776707,-0.71725555,-0.86094005,1.731507719,3.391249432,-0.927234546,0.789916294,1.531564836,-0.487500189,0.94894749,-2.439624833,1.781312363,1.65721219,0.725444607,0.83505594,-0.186591058,0.291643625,0.122847491,0.064725052,-0.38496477,-1.071737833,0.112802215,0.976432347,0.139412074,0.763001938,-0.090493812,0.005312336,25.94,0
15293,-0.711435122,0.875827552,3.418709984,3.793885175,0.001600857,1.043342993,0.278066556,-0.260598563,1.22717329,1.380696188,0.010797979,-4.638612488,-1.554638342,0.862552692,-0.554972487,0.082407541,0.65354835,0.054876392,-1.19192227,-0.190887997,-0.219776326,0.032106771,-0.003788225,0.243474449,-0.776532313,-0.135933561,-0.74719339,-0.506372121,14.92,0
15295,-0.786913108,-0.300667265,2.063431607,-2.407061561,-0.13693719,-1.370947051,0.449566288,-0.639327634,1.406731281,-0.639834265,0.211805799,-3.805210297,-0.350593759,1.490037154,0.592901305,-1.97668354,0.466136066,1.873563099,-0.819404909,-0.616661868,-0.652931232,-0.906047001,-0.366713839,0.237743512,0.34202492,-0.907305325,-0.340869256,-0.416181121,28.6,0
15295,-0.532544398,1.231750861,1.981265321,2.118760496,0.331860762,0.565852308,0.431071427,0.116569929,0.330501034,-0.028345972,1.168337682,-2.109415831,1.36485497,1.295170833,-2.51187375,0.245957561,0.22850775,0.528072298,-0.238129848,-0.158526222,-0.104849171,0.011613794,-0.279150824,-0.05716398,0.134996938,-0.01180107,-0.102663325,0.03577277,12.1,0
15297,-3.131633415,2.985143937,1.18005804,-1.96973277,-0.185523276,-1.294634656,1.495385686,-1.288600726,5.094356291,4.854349112,1.658324595,-2.811492743,1.414133291,-0.929130686,0.151518399,-0.296340136,-0.593110136,-0.607536612,-1.523183939,2.348813375,-0.978621243,-0.556995508,-0.020734402,0.628872987,0.292672452,0.560048287,0.729349062,-0.353849024,2.31,0
15297,1.194647303,0.032782901,1.005667217,0.238997753,-0.815749391,-0.669300641,-0.453765052,-0.080841163,1.371985836,-0.376533195,2.626388846,-1.440189288,1.834898837,1.696112016,-0.194441629,0.637048921,0.129336898,0.25581795,-0.033792053,-0.075295056,-0.273419554,-0.597820004,0.171598561,0.511290268,-0.06815086,0.718887507,-0.092834444,0.001784378,11.99,0
15298,1.178315673,0.337560089,0.391900515,1.354954673,-0.264959111,-0.917164585,0.147567548,-0.301937162,1.319927429,-0.361165743,0.491714157,-2.515534192,1.26985602,1.906314562,0.227545836,0.041584423,0.328975315,0.174435,-0.583067108,-0.138730018,-0.10569992,-0.108792393,-0.113994691,0.328524249,0.638707966,-0.369582917,-0.022157774,0.019351479,39.95,0
15302,1.164640036,0.406203421,0.53667998,1.356593875,-0.182756709,-0.635570247,0.061627397,-0.194523056,1.250782556,-0.402169892,1.055681381,-2.161442235,1.494104889,1.887183606,0.41873208,-0.363651132,0.707331859,-0.423684458,-1.057497101,-0.216416869,-0.069529009,0.104810513,-0.024134023,0.350190945,0.542725774,-0.358204472,0.001852916,0.015194986,12.95,0
15306,-0.245058525,1.013303361,1.841709982,0.775436014,0.303746772,-0.600957968,0.919649828,-0.354092567,0.802222471,-0.625494789,1.203349279,-2.406443557,1.519862955,1.544431993,0.204116491,-0.60373167,0.682825799,-0.371609546,-0.991296865,-0.084984224,-0.033218915,0.351045831,-0.157335539,0.552293178,0.063084973,-0.43945464,-0.136359884,-0.200539811,12.95,0
15306,-0.273095837,-2.357816925,0.559105865,2.504938844,-1.412945504,0.876049481,0.237044291,0.078442473,2.604008502,-1.084854969,-0.318829186,-2.023725102,0.505220666,1.04847402,-2.244013121,-1.036808008,1.584284219,-0.814953699,-0.246106671,1.112706687,-0.152406822,-1.357239707,-0.509999277,0.029360984,0.111558504,-0.61980841,-0.074457175,0.14235449,712.12,0
15306,1.192808777,-0.480609611,0.945011719,-1.116011024,-1.221627759,-0.855181222,-0.621795851,-0.218136889,3.124791116,-1.644113951,0.744812631,-1.156600883,2.802584866,1.000833787,0.522109725,-0.556936269,0.602106671,0.369671408,0.494960691,0.032592196,0.006523079,0.498826479,-0.151659403,0.441882003,0.510086046,-0.033316252,0.0257321,0.02811036,47.38,0
15307,-0.995606283,-0.113654387,2.200482176,1.753992151,-0.808079336,1.933076133,1.005900194,0.221432767,1.750967296,-0.684494239,1.184817481,-1.776249883,0.835201395,0.73332853,-2.654304834,-1.382489095,1.428385667,-0.032697622,1.444332244,0.778517623,-0.383607676,-0.64771108,0.524811644,-0.405737692,0.015118961,-0.44200472,0.146716198,-0.038415284,298.88,0
15307,1.201620499,0.053000998,1.109907982,0.439921986,-1.062994544,-1.185905452,-0.35235276,-0.236257944,1.646869854,-0.541450245,1.178296054,-2.155324587,1.609055279,1.571284969,0.510697836,0.357605392,0.514227962,-0.314220255,-0.44749835,-0.100006355,-0.302486277,-0.674050075,0.221945285,0.88696697,-0.092878989,0.71613264,-0.091480931,0.015884769,18.52,0
15311,-0.063326787,0.87722312,1.492696613,0.348049994,0.758784252,0.254916409,0.657901412,-0.270515869,0.794338491,-0.536423823,0.326836397,-2.372280395,2.760176205,1.233342039,0.723728297,-0.226695324,0.393387285,-0.31258357,0.414124783,0.146661953,-0.392424001,-0.678604661,-0.080367026,-0.813112436,-0.289239377,0.166671443,-0.157274881,-0.204651464,12.95,0
15312,1.012594684,0.185411103,1.857002444,2.625675359,-0.813686025,0.741197689,-1.050509509,0.411448711,1.07822938,0.410744188,2.237912364,-2.310505578,0.771151506,1.647487648,0.005918309,1.168256269,-0.044721919,0.838388886,-1.76632442,-0.24046929,0.167722,0.665252616,0.034226906,0.149376674,0.061451756,0.073725175,0.024622781,0.023364597,12.16,0
